id,neighbourhood group,neighbourhood,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,reviews per month,review rate number,availability 365
44890960,1,Sunset Park,0,0,2015,849800,169400,3.0,86,3.41,3.0,0.26
44893169,1,Bushwick,1,0,2017,1209600,242200,2.0,76,2.78,4.0,0.26
44899245,1,Bushwick,0,2,2007,1061200,212800,1.0,49,1.86,4.0,0.71
44900349,2,Upper West Side,2,0,2010,187600,37800,28.0,8,0.31,3.0,0.35
44904768,3,Maspeth,2,0,2017,550200,110600,2.0,87,3.19,5.0,0.33
44905320,1,Crown Heights,0,2,2005,631400,126000,2.0,55,2.07,4.0,0.23
44906425,2,Upper West Side,1,0,2017,179200,36400,3.0,76,2.89,2.0,0.18
44909186,1,Bushwick,2,2,2011,88200,18200,2.0,12,0.44,5.0,0.23
44909738,2,East Harlem,2,2,2022,179200,36400,28.0,1,0.04,2.0,0.6
44911395,1,Park Slope,1,2,2020,676200,135800,1.0,73,2.69,3.0,0.55
44915261,1,Bushwick,1,2,2012,756000,151200,1.0,4,1.82,2.0,0.51
44916366,0,Mott Haven,0,2,2014,522200,105000,5.0,21,0.78,5.0,0.08
44918575,1,Sunset Park,0,0,2014,530600,106400,5.0,2,0.08,4.0,0.51
44919127,4,Randall Manor,0,0,2017,331800,65800,1.0,0,0.08333333333333333,1.0,0.06
44919680,1,Bedford-Stuyvesant,0,0,2021,1097600,219800,2.0,95,3.51,2.0,0.37
44922994,2,Harlem,1,2,2017,862400,172200,2.0,28,1.04,1.0,0.64
44923546,3,Sunnyside,0,2,2018,960400,191800,3.0,21,0.78,3.0,0.52
44925203,4,St. George,1,0,2022,1356600,271600,4.0,97,3.71,4.0,0.58
44925755,4,St. George,2,0,2020,1026200,205800,4.0,2,0.16,3.0,0.37
44929621,1,Greenpoint,0,0,2012,568400,113400,5.0,72,2.73,5.0,0.46
44931830,2,Hell's Kitchen,2,0,2020,1279600,256200,30.0,0,0.3333333333333333,4.0,0.49
44933487,2,Upper East Side,2,0,2007,452200,91000,7.0,0,0.25,3.0,0.43
44934592,2,Roosevelt Island,0,2,2006,109200,22400,2.0,97,3.57,1.0,0.61
44935144,3,Jamaica,2,2,2012,197400,39200,1.0,38,1.41,1.0,0.02
44936249,3,Ozone Park,1,0,2014,448000,89600,3.0,96,3.59,2.0,0.36
44937353,1,Clinton Hill,1,2,2021,715400,142800,2.0,37,1.4,1.0,0.56
44945086,2,Washington Heights,0,2,2022,278600,56000,1.0,93,3.5,5.0,0.19
44945638,2,Harlem,0,0,2015,620200,124600,2.0,14,0.55,2.0,0.19
44946190,2,Washington Heights,2,2,2021,452200,91000,1.0,96,3.61,3.0,0.65
44948952,2,SoHo,0,0,2004,702800,140000,2.0,20,0.82,1.0,0.07
44953922,3,Ditmars Steinway,1,0,2006,1297800,259000,3.0,93,3.49,5.0,0.46
44954475,3,Astoria,0,2,2020,1265600,253400,5.0,2,0.08,5.0,0.51
44955027,1,Bedford-Stuyvesant,2,0,2008,1327200,266000,4.0,80,3.0,5.0,0.4
44955579,2,Hell's Kitchen,2,0,2011,85400,16800,30.0,3,0.12,4.0,0.11
44958893,1,Bedford-Stuyvesant,1,2,2009,1016400,203000,4.0,59,2.22,5.0,0.67
44959445,2,East Village,0,2,2004,635600,127400,5.0,8,0.3,3.0,0.65
44962207,2,Upper East Side,2,0,2021,1257200,252000,30.0,2,0.08,2.0,0.67
44964416,2,East Harlem,1,2,2019,525000,105000,5.0,47,1.77,2.0,0.64
44964968,1,Bedford-Stuyvesant,0,0,2009,950600,190400,2.0,33,1.23,4.0,0.52
44969939,1,Bedford-Stuyvesant,2,0,2019,1226400,245000,2.0,32,1.5,2.0,0.32
44973805,1,Flatbush,0,2,2005,901600,180600,4.0,8,0.35,4.0,0.0
44974910,2,Hell's Kitchen,0,0,2009,779800,155400,30.0,0,0.3333333333333333,4.0,0.59
44975462,2,Hell's Kitchen,0,0,2015,310800,61600,30.0,0,0.16666666666666666,2.0,0.03
44978224,2,Hell's Kitchen,1,0,2011,379400,75600,30.0,2,0.08,2.0,0.01
44980985,2,Upper West Side,0,0,2015,852600,170800,30.0,1,0.04,3.0,0.15
44984299,1,Bushwick,0,2,2019,1358000,271600,1.0,4,0.3,5.0,0.07
44988717,2,Hell's Kitchen,1,0,2004,172200,35000,30.0,1,0.04,1.0,0.04
44992031,2,Harlem,2,3,2019,1288000,257600,2.0,52,1.95,1.0,0.47
44993136,1,Williamsburg,0,0,2008,621600,124600,1.0,26,1.01,1.0,0.47
44995345,4,Dongan Hills,0,0,2005,1395800,278600,4.0,45,1.66,1.0,0.63
44996449,2,Upper East Side,1,2,2011,1054200,211400,3.0,11,0.41,1.0,0.44
45001420,3,Jamaica,1,0,2003,289800,57400,1.0,7,0.27,2.0,0.17
45002525,2,Harlem,1,0,2015,173600,35000,7.0,35,1.39,4.0,0.26
45005839,2,East Village,2,0,2005,653800,130200,30.0,0,0.16666666666666666,2.0,0.05
45011362,1,Flatbush,0,0,2022,737800,147000,14.0,1,0.04,3.0,0.04
45014675,3,Jackson Heights,1,2,2006,421400,84000,1.0,6,0.32,2.0,0.07
45021855,3,Glendale,1,2,2005,471800,93800,30.0,7,0.27,2.0,0.19
45024064,1,East Flatbush,2,0,2017,299600,60200,6.0,60,3.22,3.0,0.69
45027378,2,Washington Heights,0,0,2014,187600,37800,3.0,71,2.66,5.0,0.01
45028483,0,Baychester,0,2,2011,214200,43400,1.0,3,0.11,2.0,0.65
45029587,4,Stapleton,1,2,2006,897400,179200,1.0,56,2.09,2.0,0.04
45030140,1,Coney Island,0,0,2017,833000,166600,3.0,52,1.95,5.0,0.59
45036767,1,Bedford-Stuyvesant,1,2,2010,1318800,263200,28.0,14,0.52,1.0,0.27
45038977,1,Midwood,2,0,2006,152600,30800,5.0,15,1.01,5.0,0.71
45042290,2,Harlem,2,2,2013,522200,105000,30.0,3,0.14,2.0,0.23
45043395,1,Bushwick,0,2,2013,924000,184800,2.0,23,0.89,1.0,0.6
45043947,2,Chelsea,2,0,2007,477400,95200,30.0,51,2.55,5.0,0.65
45044500,1,Bushwick,2,2,2022,82600,16800,2.0,34,1.33,2.0,0.13
45045052,3,Woodside,0,2,2021,277200,56000,31.0,2,0.16,1.0,0.01
45046709,1,Bushwick,1,2,2011,1059800,211400,2.0,40,1.49,3.0,0.13
45057202,1,Clinton Hill,1,0,2008,624400,124600,7.0,9,0.36,4.0,0.26
45058307,1,Canarsie,2,0,2017,911400,182000,1.0,26,1.07,3.0,0.01
45063830,2,Harlem,1,0,2021,1184400,0,3.0,71,2.67,4.0,0.45
45064935,2,Marble Hill,2,2,2018,89600,0,5.0,18,0.69,4.0,0.04
45066592,3,Flushing,1,2,2021,875000,0,3.0,88,3.28,5.0,0.02
45067696,2,Harlem,0,0,2022,875000,0,2.0,98,3.67,1.0,0.32
45068801,4,Stapleton,0,2,2019,875000,0,1.0,13,0.48,3.0,0.01
45069353,1,Greenpoint,1,2,2017,1376200,275800,10.0,6,0.23,3.0,0.57
45071562,1,Bedford-Stuyvesant,2,2,2009,1167600,233800,2.0,31,1.16,3.0,0.64
45073771,2,Harlem,2,2,2008,522200,105000,30.0,5,0.24,3.0,0.45
45074324,1,Canarsie,1,2,2008,639800,127400,2.0,2,0.11,4.0,0.0
45075981,2,Hell's Kitchen,1,0,2003,163800,32200,4.0,79,3.03,5.0,0.42
45080399,3,Long Island City,1,2,2003,599200,120400,3.0,11,0.42,3.0,0.07
45085922,3,Flushing,1,2,2018,588000,117600,2.0,63,2.37,2.0,0.08
45086474,1,Kensington,0,0,2009,987000,197400,40.0,0,0.08333333333333333,1.0,0.68
45089788,1,East New York,1,2,2013,855400,170800,2.0,50,1.92,2.0,0.51
45090340,2,Harlem,0,0,2005,803600,161000,30.0,3,0.12,1.0,0.32
45091445,1,Bushwick,1,2,2006,1073800,214200,4.0,2,0.07,1.0,0.51
45097520,2,Upper West Side,0,0,2021,145600,29400,30.0,1,0.04,3.0,0.48
45098625,2,Financial District,2,0,2004,571200,114800,3.0,19,0.72,5.0,0.33
45100834,1,Greenpoint,2,0,2012,91000,18200,30.0,3,0.28,2.0,0.15
45101386,2,East Harlem,1,0,2022,1211000,242200,2.0,87,3.29,2.0,0.42
45101939,2,Hell's Kitchen,1,0,2015,751800,149800,1.0,96,3.63,5.0,0.31
45108014,2,Hell's Kitchen,2,2,2022,1310400,261800,4.0,91,3.42,1.0,0.3
45110776,2,Upper West Side,0,0,2017,848400,169400,30.0,4,0.16,5.0,0.66
45111328,1,Fort Greene,1,0,2021,585200,117600,30.0,1,0.1,5.0,0.48
45113537,1,Bedford-Stuyvesant,1,2,2013,411600,82600,28.0,9,0.35,5.0,0.48
45115194,0,Tremont,1,2,2022,201600,40600,2.0,33,1.27,4.0,0.1
45117955,2,Chelsea,0,0,2018,432600,86800,110.0,6,0.26,3.0,0.09
45119060,1,Park Slope,2,0,2012,684600,137200,2.0,86,3.24,5.0,0.49
45120717,1,Crown Heights,2,2,2017,309400,61600,14.0,10,0.42,3.0,0.12
45122374,2,Lower East Side,1,0,2006,1079400,215600,4.0,2,0.07,3.0,0.49
45127345,1,Bedford-Stuyvesant,2,2,2011,106400,21000,2.0,71,2.69,4.0,0.15
45127897,1,East Flatbush,1,2,2018,159600,32200,2.0,20,0.81,1.0,0.48
45129001,2,Harlem,1,2,2021,1072400,214200,14.0,7,0.29,2.0,0.15
45130106,2,Washington Heights,1,2,2009,884800,176400,1.0,23,0.87,2.0,0.62
45132315,1,Sunset Park,2,0,2015,866600,173600,1.0,5,0.27,2.0,0.51
45133420,2,Harlem,1,2,2005,421400,84000,30.0,4,0.18,4.0,0.2
45137838,2,Harlem,2,0,2008,1365000,273000,1.0,52,5.05,2.0,0.3
45142257,2,Upper West Side,0,0,2012,1064000,212800,30.0,0,0.3333333333333333,4.0,0.06
45142809,2,East Harlem,0,0,2011,259000,51800,3.0,53,2.03,1.0,0.72
45145570,2,Upper East Side,0,0,2017,557200,112000,31.0,7,0.29,5.0,0.1
45148884,1,Bushwick,0,0,2018,981400,196000,2.0,78,3.06,5.0,0.37
45149437,3,Ditmars Steinway,1,2,2005,1317400,263200,1.0,77,2.97,1.0,0.46
45149989,1,Bedford-Stuyvesant,2,2,2007,974400,194600,1.0,70,2.79,2.0,0.4
45151646,2,Washington Heights,1,2,2020,274400,54600,2.0,3,0.42,3.0,0.24
45152198,0,Allerton,2,2,2004,137200,28000,1.0,0,0.16666666666666666,2.0,0.51
45154960,2,Financial District,1,0,2003,400400,79800,70.0,5,0.22,5.0,0.44
45159930,1,Flatbush,2,0,2017,945000,189000,3.0,62,2.37,3.0,0.7
45162692,2,Midtown,0,0,2004,625800,124600,30.0,0,0.25,3.0,0.48
45165453,2,Roosevelt Island,1,2,2017,698600,140000,2.0,85,3.28,2.0,0.42
45169319,3,Flushing,2,2,2005,347200,70000,2.0,79,3.15,4.0,0.05
45169872,1,Bedford-Stuyvesant,2,0,2003,1309000,261800,2.0,77,2.96,2.0,0.24
45175947,1,Bensonhurst,1,2,2008,208600,42000,3.0,43,1.65,5.0,0.53
45176499,1,Clinton Hill,1,2,2006,635600,127400,2.0,5,0.19,2.0,0.04
45177052,1,Clinton Hill,0,2,2015,894600,179200,2.0,11,0.43,5.0,0.05
45180365,3,Jackson Heights,2,0,2005,1135400,226800,6.0,2,0.11,4.0,0.47
45183679,1,Flatbush,2,0,2005,606200,121800,6.0,14,0.53,3.0,0.07
45184231,1,Prospect Heights,1,0,2021,1152200,231000,2.0,21,3.73,1.0,0.6
45184784,1,Greenpoint,2,0,2004,407400,81200,15.0,3,0.12,2.0,0.06
45185336,3,Jamaica,2,0,2016,89600,18200,1.0,43,1.68,4.0,0.31
45186993,3,Flushing,2,0,2004,219800,43400,1.0,8,0.34,4.0,0.3
45187545,1,Williamsburg,2,2,2014,170800,33600,1.0,5,0.2,1.0,0.7
45189754,1,Bedford-Stuyvesant,2,2,2006,1321600,264600,5.0,11,0.9,3.0,0.07
45191964,2,Harlem,1,2,2008,581000,116200,3.0,88,3.36,3.0,0.48
45193621,2,Financial District,2,2,2013,156800,30800,2.0,41,1.56,4.0,0.16
45195830,2,Upper West Side,1,0,2005,422800,84000,5.0,46,1.78,1.0,0.23
45196382,1,Williamsburg,2,0,2005,193200,39200,2.0,34,1.31,4.0,0.1
45198039,3,Woodside,2,2,2018,1132600,226800,2.0,30,1.23,3.0,0.34
45204667,1,Park Slope,1,0,2005,781200,156800,2.0,67,2.88,3.0,0.21
45205219,1,Bushwick,2,0,2012,1320200,264600,2.0,54,2.15,5.0,0.16
45209085,1,Bedford-Stuyvesant,0,2,2022,126000,25200,28.0,6,0.32,2.0,0.46
45210190,3,Bayside,2,2,2021,1265600,253400,1.0,86,4.19,4.0,0.05
45212399,1,Crown Heights,2,0,2018,1267000,253400,3.0,61,2.59,3.0,0.27
45216817,2,Greenwich Village,2,2,2010,344400,68600,5.0,69,2.62,5.0,0.62
45218474,3,Ditmars Steinway,1,2,2008,1324400,264600,2.0,69,2.65,1.0,0.55
45219026,1,Williamsburg,1,2,2008,586600,117600,1.0,2,0.09,3.0,0.25
45220131,0,Pelham Gardens,2,0,2019,296800,58800,2.0,81,3.17,5.0,0.22
45222340,2,Midtown,1,0,2011,1033200,207200,3.0,16,0.64,3.0,0.04
45223445,2,Harlem,1,0,2004,597800,119000,3.0,17,0.65,4.0,0.23
45225654,2,Upper West Side,1,3,2021,116200,23800,3.0,68,2.6,4.0,0.62
45233938,2,Upper East Side,0,0,2015,515200,103600,2.0,17,0.71,2.0,0.07
45235043,1,Clinton Hill,1,0,2017,914200,183400,2.0,52,1.99,2.0,0.01
45237252,2,Midtown,2,0,2022,82600,16800,30.0,2,0.1,4.0,0.0
45241671,2,Washington Heights,1,2,2013,1152200,231000,1.0,93,3.59,4.0,0.15
45247746,2,Hell's Kitchen,1,0,2005,179200,36400,7.0,18,0.7,4.0,0.34
45248298,1,Williamsburg,0,2,2004,1381800,275800,2.0,4,0.15,1.0,0.07
45248851,1,Crown Heights,2,2,2008,1120000,224000,15.0,1,0.04,2.0,0.09
45249955,1,Prospect-Lefferts Gardens,1,2,2008,372400,74200,3.0,46,1.91,2.0,0.46
45251612,2,Hell's Kitchen,0,0,2020,683200,137200,30.0,3,0.45,1.0,0.07
45254926,2,Hell's Kitchen,0,0,2014,852600,170800,30.0,3,0.14,1.0,0.06
45258240,2,Harlem,1,2,2019,1194200,239400,14.0,3,0.12,1.0,0.66
45259897,2,Harlem,0,2,2010,247800,49000,5.0,28,1.07,4.0,0.27
45263210,2,East Harlem,1,2,2010,1164800,232400,6.0,0,0.4166666666666667,5.0,0.4
45264315,1,Gowanus,2,2,2006,1218000,243600,1.0,80,3.1,1.0,0.23
45269286,0,Schuylerville,0,2,2005,635600,127400,4.0,35,1.36,1.0,0.53
45274809,1,Williamsburg,1,0,2022,793800,158200,3.0,19,0.73,1.0,0.4
45282541,0,North Riverdale,2,2,2020,1230600,246400,365.0,0,0.08333333333333333,1.0,0.01
45284198,3,Sunnyside,1,0,2008,133000,26600,30.0,3,0.13,3.0,0.42
45286407,3,Astoria,0,2,2020,623000,124600,2.0,27,1.03,5.0,0.07
45292482,3,Astoria,2,2,2019,652400,130200,3.0,17,0.65,5.0,0.08
45294139,2,Gramercy,0,0,2008,617400,123200,1.0,68,2.67,1.0,0.11
45303528,3,Jamaica,0,0,2012,1271200,254800,1.0,22,0.85,5.0,0.16
45304081,1,Bedford-Stuyvesant,1,0,2008,284200,57400,3.0,4,0.17,5.0,0.32
45316231,2,Murray Hill,2,0,2021,624400,124600,30.0,3,0.2,5.0,0.51
45319545,1,Bensonhurst,2,2,2019,243600,49000,1.0,5,0.19,1.0,0.0
45320097,2,Harlem,1,2,2006,1194200,239400,2.0,51,2.26,1.0,0.53
45321754,0,Tremont,0,2,2012,358400,71400,2.0,49,1.95,5.0,0.11
45323963,1,Williamsburg,1,0,2004,590800,117600,3.0,3,0.28,2.0,0.0
45325068,1,Downtown Brooklyn,2,0,2004,1190000,238000,2.0,94,3.67,4.0,0.55
45329486,1,Brooklyn Heights,1,0,2020,140000,28000,2.0,80,3.14,4.0,0.26
45333905,1,Crown Heights,2,0,2015,1261400,252000,20.0,49,1.94,2.0,0.44
45335562,1,Gowanus,1,0,2010,330400,65800,30.0,2,0.19,5.0,0.06
45336114,2,Lower East Side,1,2,2015,1367800,273000,30.0,8,0.31,2.0,0.35
45337219,2,Roosevelt Island,0,2,2014,806400,161000,1.0,48,1.86,2.0,0.06
45338875,1,Park Slope,1,0,2011,420000,84000,4.0,41,1.63,4.0,0.53
45339980,3,Glendale,0,0,2020,739200,148400,3.0,22,0.93,4.0,0.2
45341637,0,Wakefield,0,2,2013,1118600,224000,1.0,39,1.57,5.0,0.01
45348265,2,Upper West Side,0,2,2015,574000,114800,30.0,8,0.42,2.0,0.44
45349921,1,Williamsburg,1,0,2006,466200,93800,3.0,2,0.08,1.0,0.11
45354340,1,Boerum Hill,2,0,2019,1006600,201600,2.0,4,0.37,1.0,0.15
45357654,1,Kensington,0,0,2005,270200,54600,5.0,7,0.8,5.0,0.62
45359863,1,Crown Heights,2,2,2020,992600,198800,1.0,41,1.57,2.0,0.4
45360967,2,Upper West Side,1,2,2005,693000,138600,1.0,0,0.25,3.0,0.53
45363177,2,Midtown,0,0,2017,1362200,273000,30.0,0,0.4166666666666667,5.0,0.0
45363729,1,Crown Heights,1,2,2007,968800,193200,1.0,3,0.34,3.0,0.51
45368147,3,Astoria,2,2,2005,526400,105000,5.0,17,0.65,5.0,0.43
45374775,2,Washington Heights,2,2,2013,1038800,207200,3.0,18,1.78,4.0,0.18
45376984,2,Murray Hill,2,0,2021,273000,54600,30.0,3,0.14,4.0,0.51
45379193,3,Forest Hills,2,0,2020,665000,133000,3.0,2,0.09,5.0,0.48
45380298,2,Gramercy,0,0,2012,215600,43400,2.0,58,2.65,5.0,0.12
45381403,1,Williamsburg,1,2,2021,971600,194600,1.0,25,0.96,5.0,0.0
45383612,2,Hell's Kitchen,0,0,2015,561400,112000,30.0,0,0.25,3.0,0.0
45384164,2,Midtown,1,0,2011,831600,166600,30.0,0,0.4166666666666667,5.0,0.0
45384716,1,Williamsburg,0,0,2005,744800,148400,3.0,37,2.35,1.0,0.52
45386373,2,Murray Hill,0,0,2017,166600,33600,30.0,1,0.56,1.0,0.51
45389687,1,South Slope,2,2,2010,403200,81200,3.0,70,2.82,2.0,0.3
45394658,1,Bushwick,0,2,2008,561400,112000,2.0,17,1.21,4.0,0.04
45395762,1,Bushwick,2,2,2005,1184400,236600,30.0,56,2.21,4.0,0.23
45396315,3,Rego Park,2,0,2010,303800,60200,1.0,89,3.42,2.0,0.57
45399076,1,Bushwick,1,2,2005,1379000,275800,3.0,96,3.7,5.0,0.23
45401285,3,Arverne,1,0,2017,1342600,268800,2.0,48,1.93,4.0,0.23
45402390,1,Crown Heights,2,0,2005,1152200,231000,2.0,42,1.71,4.0,0.6
45405151,2,Murray Hill,1,0,2017,1006600,201600,30.0,4,0.18,3.0,0.51
45409570,1,Flatbush,1,2,2015,1257200,252000,1.0,46,1.8,2.0,0.29
45410674,1,South Slope,1,0,2022,1391600,278600,10.0,4,0.17,1.0,0.68
45411227,2,Upper East Side,1,0,2019,1167600,233800,31.0,6,0.29,1.0,0.07
45412884,2,Upper East Side,2,0,2009,473200,95200,30.0,3,0.14,2.0,0.1
45416750,2,Hell's Kitchen,0,0,2006,247800,49000,30.0,4,0.17,5.0,0.14
45418959,1,Bath Beach,2,0,2008,686000,137200,2.0,51,2.01,4.0,0.56
45419511,1,Crown Heights,2,0,2009,1022000,204400,30.0,20,0.82,2.0,0.5
45420616,2,SoHo,0,2,2007,1345400,268800,2.0,60,2.37,2.0,0.68
45425034,2,Financial District,2,2,2015,1239000,247800,3.0,76,2.93,3.0,0.07
45430557,2,East Village,1,2,2019,555800,110600,2.0,19,0.99,5.0,0.17
45431110,2,Harlem,1,2,2003,201600,40600,21.0,7,0.29,4.0,0.22
45432214,3,Long Island City,0,2,2011,1225000,245000,1.0,73,2.89,1.0,0.24
45433319,2,Nolita,0,2,2022,1157800,231000,2.0,44,1.82,5.0,0.33
45433871,3,Flushing,2,2,2019,921200,184800,2.0,54,2.09,4.0,0.52
45434423,3,East Elmhurst,1,2,2006,749000,149800,1.0,97,3.86,1.0,0.59
45436080,1,Gravesend,1,2,2016,1107400,221200,1.0,95,3.69,1.0,0.03
45439946,2,Upper West Side,2,0,2015,113400,22400,30.0,1,0.05,5.0,0.1
45440499,1,Williamsburg,2,2,2004,1383200,277200,5.0,13,0.6,5.0,0.3
45442708,2,Upper East Side,1,2,2008,147000,29400,30.0,1,0.05,5.0,0.12
45446022,0,Baychester,0,0,2018,736400,147000,4.0,69,2.68,5.0,0.67
45446574,2,Murray Hill,0,0,2014,1121400,224000,30.0,0,0.25,3.0,0.51
45447679,2,Murray Hill,0,0,2006,1211000,242200,30.0,5,0.21,5.0,0.6
45448783,2,Upper East Side,1,0,2019,72800,14000,30.0,2,0.52,3.0,0.28
45453202,3,Flushing,2,2,2020,298200,60200,2.0,51,1.98,2.0,0.57
45453754,1,Williamsburg,1,2,2017,1213800,242200,1.0,1,1.0,1.0,0.7
45458172,1,Crown Heights,1,2,2012,495600,99400,5.0,18,0.72,4.0,0.15
45458725,1,Bedford-Stuyvesant,2,0,2020,393400,78400,2.0,59,2.31,5.0,0.51
45459277,1,East Flatbush,1,2,2010,193200,39200,3.0,6,0.27,2.0,0.16
45465352,4,West Brighton,2,2,2012,305200,61600,2.0,47,1.89,2.0,0.43
45465904,1,Williamsburg,1,2,2004,266000,53200,3.0,10,0.39,5.0,0.51
45467561,0,Kingsbridge,2,2,2004,621600,124600,5.0,3,0.12,4.0,0.0
45470875,1,Bushwick,1,0,2014,190400,37800,4.0,61,2.36,3.0,0.65
45471427,1,Bushwick,0,0,2015,450800,89600,2.0,93,3.68,1.0,0.61
45478055,1,Bedford-Stuyvesant,1,2,2008,1290800,257600,2.0,0,0.4166666666666667,5.0,0.48
45485787,1,Bensonhurst,0,0,2006,1113000,222600,2.0,62,2.48,1.0,0.64
45486892,2,Upper East Side,1,0,2020,1239000,247800,31.0,3,0.19,4.0,0.23
45487444,1,Canarsie,0,2,2004,693000,138600,1.0,74,2.88,3.0,0.51
45487996,3,Elmhurst,1,2,2013,323400,64400,1.0,1,0.46,2.0,0.0
45488549,1,Bedford-Stuyvesant,2,0,2012,225400,44800,3.0,34,1.52,5.0,0.29
45489101,1,Bedford-Stuyvesant,0,2,2008,708400,141400,2.0,39,1.55,4.0,0.24
45497938,1,Park Slope,2,0,2006,994000,198800,10.0,4,0.2,3.0,0.29
45505118,1,Bushwick,0,2,2020,799400,159600,2.0,8,0.37,5.0,0.15
45512850,3,Rosedale,2,2,2019,354200,71400,2.0,61,2.39,5.0,0.53
45513402,1,Bedford-Stuyvesant,1,0,2022,560000,112000,4.0,65,2.56,3.0,0.64
45514507,1,Bushwick,0,2,2004,1006600,201600,1.0,31,1.24,4.0,0.51
45521687,1,Boerum Hill,2,2,2016,879200,176400,1.0,8,0.32,3.0,0.57
45524448,4,Westerleigh,2,0,2020,733600,147000,3.0,1,0.09,3.0,0.48
45525001,3,Jamaica,2,0,2022,604800,120400,3.0,53,2.14,1.0,0.58
45526105,3,Arverne,0,0,2004,176400,35000,2.0,10,0.4,3.0,0.55
45529971,1,Prospect Heights,2,2,2015,751800,149800,3.0,3,0.13,2.0,0.48
45536047,1,Greenpoint,0,0,2009,95200,19600,30.0,8,0.37,4.0,0.5
45539360,2,Harlem,0,2,2011,191800,37800,2.0,59,2.38,4.0,0.01
45540465,2,East Harlem,0,0,2014,1289400,257600,4.0,67,2.7,5.0,0.34
45543779,2,Kips Bay,2,2,2022,1283800,256200,7.0,1,0.15,2.0,0.09
45545436,1,Prospect-Lefferts Gardens,0,2,2018,799400,159600,2.0,15,0.59,1.0,0.31
45552063,2,Upper West Side,1,0,2021,466200,93800,6.0,0,0.3333333333333333,4.0,0.71
45553168,2,Upper West Side,2,0,2022,1192800,238000,30.0,0,0.08333333333333333,1.0,0.68
45554272,1,Bushwick,1,2,2009,722400,144200,2.0,55,2.15,4.0,0.09
45557034,3,Astoria,0,2,2015,428400,85400,4.0,19,0.75,5.0,0.48
45587410,2,Upper West Side,1,0,2005,1002400,200200,88.0,5,0.22,4.0,0.4
45590172,2,Midtown,2,0,2008,1208200,242200,30.0,2,0.15,4.0,0.62
45590724,2,Hell's Kitchen,2,0,2015,676200,135800,30.0,2,0.09,3.0,0.05
45591277,2,East Harlem,2,2,2022,827400,165200,180.0,0,0.16666666666666666,2.0,0.02
45592381,1,Bushwick,0,2,2021,1125600,225400,2.0,1,0.04,2.0,0.51
45593486,1,Williamsburg,1,2,2021,695800,138600,3.0,8,0.32,5.0,0.51
45594590,1,Williamsburg,1,2,2004,914200,183400,3.0,3,0.12,4.0,0.51
45596247,2,Midtown,2,3,2009,1092000,218400,1.0,1,0.1,5.0,0.51
45598456,0,Bronxdale,1,0,2004,704200,141400,7.0,0,0.25,3.0,0.51
45602875,1,Bushwick,1,2,2022,390600,78400,2.0,7,0.29,5.0,0.13
45605084,2,Chinatown,2,2,2017,168000,33600,20.0,6,0.31,3.0,0.09
45610607,1,Canarsie,0,0,2015,474600,95200,3.0,59,2.36,2.0,0.09
45613369,2,Chelsea,0,0,2005,490000,98000,30.0,1,0.08,3.0,0.0
45617235,3,Astoria,1,2,2010,698600,140000,1.0,6,0.24,1.0,0.02
45618339,3,Astoria,2,2,2009,1010800,201600,1.0,0,0.08333333333333333,1.0,0.02
45621101,2,West Village,0,2,2003,196000,39200,3.0,36,1.45,5.0,0.35
45621653,2,Midtown,1,0,2017,1097600,219800,30.0,0,0.4166666666666667,5.0,0.0
45622205,1,Crown Heights,0,0,2009,74200,15400,3.0,11,0.45,3.0,0.61
45622758,3,Astoria,1,2,2004,452200,91000,1.0,28,1.5,4.0,0.52
45623310,2,Midtown,1,0,2005,567000,113400,30.0,0,0.3333333333333333,4.0,0.06
45628833,2,Upper East Side,0,0,2018,694400,138600,30.0,8,0.39,2.0,0.09
45629938,1,Bedford-Stuyvesant,1,2,2004,952000,190400,1.0,38,1.58,5.0,0.4
45632699,1,Flatlands,0,2,2011,1296400,259000,1.0,68,2.68,2.0,0.09
45642640,1,Williamsburg,2,2,2009,1352400,270200,3.0,22,1.43,2.0,0.16
45643193,1,Flatbush,1,2,2017,763000,152600,5.0,32,1.39,1.0,0.22
45645402,2,Harlem,0,2,2009,719600,144200,5.0,18,0.73,1.0,0.58
45645954,2,SoHo,0,0,2010,863800,172200,28.0,11,0.48,4.0,0.59
45646507,2,Chelsea,2,0,2011,816200,163800,4.0,24,1.0,4.0,0.28
45649820,2,Lower East Side,2,0,2008,1024800,204400,1.0,9,0.39,2.0,0.0
45650373,3,Richmond Hill,0,2,2019,491400,98000,2.0,13,0.55,5.0,0.15
45651477,1,Cypress Hills,2,2,2022,1388800,277200,3.0,28,1.25,1.0,0.17
45653686,1,Greenpoint,0,2,2018,977200,196000,1.0,58,2.34,4.0,0.58
45655343,2,Gramercy,1,0,2003,298200,60200,30.0,0,0.3333333333333333,4.0,0.15
45662523,2,Washington Heights,0,2,2022,786800,156800,3.0,2,0.53,5.0,0.53
45665837,1,Flatbush,2,0,2021,982800,196000,2.0,77,3.29,1.0,0.71
45667494,1,South Slope,2,2,2015,1085000,217000,2.0,94,4.09,1.0,0.24
45677988,1,East Flatbush,2,2,2014,621600,124600,1.0,2,0.08,4.0,0.51
45685720,1,Bushwick,0,0,2006,1225000,245000,18.0,22,0.9,5.0,0.32
45687929,1,Cypress Hills,0,2,2015,533400,106400,3.0,30,1.2,4.0,0.06
